,rank,name,year,rating,metascore,votes,revenue,genre,runtime,directors,actors,description
100,101,Star!,1968,6.6,,1798,4000000.0,"Biography, Comedy, Drama",176.0,Robert Wise,"Julie Andrews, Richard Crenna, Michael Craig, Daniel Massey","A musical biography of Gertrude Lawrence, who led a hustling and bustling life on the stage."
101,102,Speedway,1968,5.7,53.0,1774,3000000.0,"Comedy, Musical",94.0,Norman Taurog,"Elvis Presley, Nancy Sinatra, Bill Bixby, Gale Gordon",Poor bookkeeping saddles stock car driver Steve Grayson with a huge bill for back taxes which hampers his ability to continue racing competitively.
102,103,Kôshikei,1968,7.6,,1768,,"Comedy, Crime, Drama",117.0,Nagisa Ôshima,"Kei Satô, Do-yun Yu, Fumio Watanabe, Hôsei Komatsu","A Korean man is sentenced to death by hanging, but he survives the execution. For the following two hours, his executioners try to work out how to handle the situation in this black farce."
103,104,No Way to Treat a Lady,1968,7.1,,1746,,"Comedy, Crime, Drama",108.0,Jack Smight,"Rod Steiger, Lee Remick, George Segal, Eileen Heckart",A crafty serial killer plays a game of cat-and-mouse with a harried police detective trying to track him down.
104,105,Lebenszeichen,1968,7.3,,1721,,Drama,91.0,Werner Herzog,"Peter Brogle, Wolfgang Reichmann, Athina Zacharopoulou, Wolfgang von Ungern-Sternberg","A wounded German paratrooper named Stroszek is sent to the quiet island of Kos with his wife Nora, a Greek nurse, and two other soldiers recovering from minor wounds. Billeted in a decaying...                See full summary »"
105,106,Olsen-banden,1968,6.7,,1719,,"Comedy, Crime, Family",80.0,Erik Balling,"Ove Sprogøe, Morten Grunwald, Poul Bundgaard, Peter Steen","Egon Olsen's criminal trio always gets itself into unlucky, comical situations when executing Egon's genius plans. After release from prison, Egon already has a new plan - steal a valuable German item from a secured museum in Copenhagen."
106,107,The Girl on a Motorcycle,1968,5.3,,1718,,"Drama, Romance",91.0,Jack Cardiff,"Marianne Faithfull, Alain Delon, Roger Mutton, Marius Goring",A married woman leaves her husband and zooms off on her motorcycle to see her lover.
107,108,Curse of the Crimson Altar,1968,5.5,,1715,,Horror,89.0,Vernon Sewell,"Boris Karloff, Christopher Lee, Mark Eden, Barbara Steele","When his brother disappears, Robert Manning pays a visit to the remote country house he was last heard from. While his host is outwardly welcoming, and his niece more demonstrably so, ...                See full summary »"
108,109,Lady in Cement,1968,5.9,,1698,,"Comedy, Crime, Drama",93.0,Gordon Douglas,"Frank Sinatra, Raquel Welch, Richard Conte, Martin Gabel","During an ocean dive, Miami gumshoe Tony Rome finds a woman's body with its feet encased in a concrete block and sets-out to solve the murder case."
109,110,Wild in the Streets,1968,6.0,,1689,,"Comedy, Drama, Music",97.0,Barry Shear,"Christopher Jones, Shelley Winters, Diane Varsi, Hal Holbrook",A young man gains significant political influence as the leader of a counterculture rock band with his rallying cry of voting rights for teenagers.
110,111,La bataille de San Sebastian,1968,6.8,,1689,,"Action, Adventure, Drama",111.0,Henri Verneuil,"Anthony Quinn, Anjanette Comer, Charles Bronson, Sam Jaffe","In 1743, outlaw Leon Alastray is hunted by the Spanish army but is given sanctuary by a priest in a village terrorized by marauding Yaqui Indians."
111,112,Alexandre le bienheureux,1968,7.5,,1658,,"Comedy, Drama",100.0,Yves Robert,"Philippe Noiret, Françoise Brion, Marlène Jobert, Paul Le Person","Alexandre, a young and honest farmer, is oppressed by an authoritarian wife, who makes him work like a dog. When she dies in a car crash, he decides to stay in bed, absolutely free and ...                See full summary »"
112,113,Secret Ceremony,1968,6.4,,1624,,"Drama, Thriller",109.0,Joseph Losey,"Elizabeth Taylor, Robert Mitchum, Mia Farrow, Peggy Ashcroft","A penniless woman meets a strange girl who insists she is her long-lost mother, and becomes enmeshed in a web of deception, and perhaps madness, in this powerful psychological thriller."
113,114,Twisted Nerve,1968,7.1,,1600,,"Drama, Thriller",112.0,Roy Boulting,"Hayley Mills, Hywel Bennett, Billie Whitelaw, Phyllis Calvert","Martin is a troubled young man. With a mother who insists on treating him like a child, a stepfather who can't wait to see the back of him, and a brother with Down's Syndrome shut away in ...                See full summary »"
114,115,Villa Rides,1968,6.5,,1597,2640000.0,"War, Western",125.0,Buzz Kulik,"Yul Brynner, Robert Mitchum, Maria Grazia Buccella, Charles Bronson",Mexican rebel Pancho Villa lead a revolution helped by an American aviator imprisonned in Mexico.
115,116,Hot Millions,1968,7.0,,1589,,"Comedy, Crime",106.0,Eric Till,"Peter Ustinov, Maggie Smith, Karl Malden, Bob Newhart",Paroled London fraudster Marcus Pendleton (Sir Peter Ustinov) poses as a computer specialist in order to work for an insurance company that entirely relies on its corporate server.
116,117,The Hellcats,1968,1.9,,1479,,Thriller,90.0,Robert F. Slatzer,"Ross Hagen, Dee Duffy, Sharyn Kinzie, Del 'Sonny' West",The brother and fiancee of a dead policeman infiltrate a female-led biker gang to uncover his murderer.
117,118,The Lost Continent,1968,5.7,,1449,,"Adventure, Fantasy",89.0,"Michael Carreras, Leslie Norman","Eric Porter, Hildegard Knef, Suzanna Leigh, Tony Beckley","This film starts out like the Love Boat on acid, as a cast of varied characters, with various issues, take Captain Eric Porter's leaky cargo ship to escape their troubles. When a violent ...                See full summary »"
118,119,Olsen-banden,1968,7.1,,1438,,"Comedy, Crime, Family",82.0,Knut Bohwim,"Arve Opsahl, Carsten Byhring, Sverre Holm, Aud Schønemann","Egon Olsen has been behind bars for some time, but that hasn't stopped the criminal mastermind from making a plan - a plan to steal a very valuable golden statue, and never to fall behind ...                See full summary »"
119,120,The Magus,1968,6.0,,1405,,"Drama, Fantasy, Mystery",117.0,Guy Green,"Anthony Quinn, Michael Caine, Candice Bergen, Anna Karina",A teacher on a Greek island becomes involved in bizarre mind-games with the island's magus (magician) and a beautiful young woman.
120,121,Corri uomo corri,1968,6.9,,1376,,"Adventure, Comedy, Western",120.0,Sergio Sollima,"Tomas Milian, Donald O'Brien, Linda Veras, Marco Guglielmi","Several competing groups and mavericks (including the lead character Cuchillo) are hunting a gold treasure of $3,000,000. The gold was reserved for the Mexican revolution."
121,122,"Live a Little, Love a Little",1968,5.9,,1337,,"Comedy, Musical, Romance",90.0,Norman Taurog,"Elvis Presley, Michele Carey, Don Porter, Rudy Vallee","Photographer Greg Nolan moonlights in two full-time jobs to pay the rent, but has trouble finding time to do them both without his bosses finding out."
122,123,"Buona Sera, Mrs. Campbell",1968,6.8,,1302,,"Comedy, Romance",108.0,Melvin Frank,"Gina Lollobrigida, Shelley Winters, Phil Silvers, Peter Lawford","Carla Campbell receives maintenance payment from three former soldiers who all believe themselves to be the father of her daughter, Gia."
123,124,The Night They Raided Minsky's,1968,6.1,,1258,,Comedy,99.0,William Friedkin,"Jason Robards, Britt Ekland, Norman Wisdom, Forrest Tucker",A naive Amish young woman runs away from her home in Pennsylvania to New York City where she hopes to act in religious stage plays but ends up performing in Burlesque theatre.
124,125,Where Angels Go Trouble Follows!,1968,6.4,,1255,,Comedy,93.0,James Neilson,"Rosalind Russell, Stella Stevens, Binnie Barnes, Mary Wickes",An old-line Mother Superior is challenged by a modern young nun when they take the girls of St. Francis Academy on a bus trip across the U.S.A.
125,126,Krakatoa: East of Java,1968,5.5,,1240,,"Adventure, Drama, History",131.0,Bernard L. Kowalski,"Maximilian Schell, Diane Baker, Brian Keith, Barbara Werle","In 1883, ship captain Hanson plans a shipwreck salvage mission in The Dutch East Indies to retrieve a cargo of pearls but an unexpected volcano eruption and a state-ordered transport of convicts upset his plans."
126,127,Skidoo,1968,4.9,,1235,,Comedy,98.0,Otto Preminger,"Jackie Gleason, Carol Channing, Frankie Avalon, Fred Clark","Infamous psychedelic all-star comedy about ex-gangster Tony Banks, who's called out of retirement by mob kingpin God to carry out a hit on fellow mobster ""Blue Chips"" Packard. When Banks ...                See full summary »"
127,128,Údolí vcel,1968,7.9,,1223,,"Drama, History",97.0,Frantisek Vlácil,"Petr Cepek, Jan Kacer, Vera Galatíková, Zdenek Kryzánek","Ondrej, a young boy who loves bees and bats, is introduced to his new mother, a woman much younger than his father. He brings her a basketful of flowers which she starts to throw in the air...                See full summary »"
128,129,Mayerling,1968,6.5,,1220,,"Drama, History, Romance",140.0,Terence Young,"Omar Sharif, Catherine Deneuve, James Mason, Ava Gardner",Based on real life events that led to tragic deaths of Crown Prince Rudolf of Austria and his lover Baroness Mary Vetsera.
129,130,The Secret War of Harry Frigg,1968,6.4,,1213,,"Comedy, War",110.0,Jack Smight,"Paul Newman, Sylva Koscina, Andrew Duggan, Tom Bosley","In 1943, when 5 captured Allied one-star generals cannot agree on an escape plan, the HQ promotes an escape-savvy private to 2-star general and sends him to coordinate the captive VIPs."
130,131,Boom,1968,5.6,,1208,,"Drama, Thriller",113.0,Joseph Losey,"Elizabeth Taylor, Richard Burton, Noël Coward, Joanna Shimkus","Explores the confrontation between the woman who has everything, including emptiness, and a penniless poet who has nothing but the ability to fill a wealthy woman's needs."
131,132,Kyuketsuki Gokemidoro,1968,6.2,,1205,,"Horror, Sci-Fi",84.0,Hajime Satô,"Teruo Yoshida, Tomomi Satô, Eizô Kitamura, Hideo Kô",The survivors of a plane crash in a remote area are attacked by blob-like alien creatures that turn their victims into blood-thirsty vampires.
132,133,The Power,1968,6.1,,1195,,"Thriller, Sci-Fi",108.0,Byron Haskin,"George Hamilton, Suzanne Pleshette, Richard Carlson, Yvonne De Carlo",One by one members of a special project team are being killed by telekinesis - the ability to move things with the power of the mind alone. The race is to determine which of the remaining team members is the murderer and how to stop them.
133,134,Jag är nyfiken - en film i blått,1968,6.1,,1177,,Drama,107.0,Vilgot Sjöman,"Maj Hultén, Vilgot Sjöman, Lena Nyman, Börje Ahlstedt","The same movie with the same characters, cast and crew as I am Curious (Yellow), but with some different scenes and a different political slant. The political focus in Blue is personal ...                See full summary »"
134,135,Thunderbird 6,1968,6.4,,1167,,"Family, Sci-Fi",89.0,David Lane,"Peter Dyneley, Sylvia Anderson, Shane Rimmer, Jeremy Wilkin","The International Rescue team is faced with one of its toughest challenges yet, as the revolutionary lighter-than-air craft Skyship One is hijacked while on her maiden voyage around the ...                See full summary »"
135,136,Angélique et le sultan,1968,6.6,,1148,,"Adventure, Romance",105.0,Bernard Borderie,"Michèle Mercier, Robert Hossein, Jean-Claude Pascal, Jacques Santi","In the fifth and final of the Angélique series, the beautiful heroine is sold into a sultan's harem."
136,137,The Subject Was Roses,1968,7.1,,1143,,Drama,107.0,Ulu Grosbard,"Patricia Neal, Jack Albertson, Martin Sheen, Don Saxon",A young man returning home from World War II finds himself caught up in his parents' turbulent relationship.
137,138,Voyage to the Planet of Prehistoric Women,1968,2.7,,1142,,"Adventure, Sci-Fi",78.0,Peter Bogdanovich,"Mamie Van Doren, Mary Marr, Paige Lee, Gennadi Vernov",Astronauts landing on Venus encounter dangerous creatures and almost meet some sexy Venusian women who like to sun-bathe in hip-hugging skin-tight pants and seashell brassieres.
138,139,Oggi a me... domani a te!,1968,6.2,,1135,,"Thriller, Western",105.0,Tonino Cervi,"Brett Halsey, Bud Spencer, Wayde Preston, Jeff Cameron","A man, released after a jail term for a crime he did not commit, raises a gang to go after the man who framed him."
139,140,The Valley of Death,1968,6.1,,1117,,"Western, Adventure",89.0,Harald Reinl,"Lex Barker, Pierre Brice, Rik Battaglia, Karin Dor","An army gold shipment and its escort vanish in the Ozarks, prompting accusations of theft and desertion but frontiersman Old Shatterhand and Apache chief Winnetou help solve the mystery of the missing army gold."
140,141,Rozmarné léto,1968,7.2,,1105,,Comedy,74.0,Jirí Menzel,"Rudolf Hrusínský, Vlastimil Brodský, Frantisek Rehák, Míla Myslíková","Middle-aged Antonin and his friends, the major, now retired, and the canon, are in the river, swimming and philosophizing. Then it starts to rain. It just seems to be that sort of summer. ...                See full summary »"
141,142,Kamigami no fukaki yokubô,1968,7.8,,1102,,Drama,173.0,Shôhei Imamura,"Rentarô Mikuni, Chôichirô Kawarasaki, Hideko Okiyama, Kanjûrô Arashi","An engineer from Tokyo arrives on a drought-ridden tropical island to drill a well to power a nearby sugar mill. He meets the inbred Futori family, hated by the locals for breaking religious customs."
142,143,Il medico della mutua,1968,7.1,,1084,,Comedy,98.0,Luigi Zampa,"Alberto Sordi, Bice Valori, Sara Franchetti, Nanda Primavera",The eventful ascent of a doctor in the corrupted Italian healthcare system.
143,144,Gamera tai uchu kaijû Bairasu,1968,4.7,,1081,,"Action, Family, Sci-Fi",75.0,Noriaki Yuasa,"Kôjirô Hongô, Tôru Takatsuka, Carl Craig, Michiko Yaegaki","Gamera the Flying Turtle falls under the spell of evil aliens, but two children free him and he returns to fight the aliens' monster, Viras."
144,145,Hasta el viento tiene miedo,1968,7.5,,1080,,"Drama, Fantasy, Horror",88.0,Carlos Enrique Taboada,"Marga López, Maricruz Olivier, Alicia Bonet, Norma Lazareno",Girls that were punished to sat at a boarding school during Spring Break have no idea the school is haunted by the restless spirit of a former student seeking revenge.
145,146,The Fixer,1968,6.9,,1069,,Drama,132.0,John Frankenheimer,"Alan Bates, Dirk Bogarde, Georgia Brown, Hugh Griffith","In Czarist Russia, around 1911, a Russian-Jewish handyman, Yakov Bok, is wrongly imprisoned for a most unlikely crime."
